Probability,Distance(mi),Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Bump,Crossing,Roundabout,Stop,Traffic_Signal,Accident_year,Accident_month,Accident_hour
0.91,0.105,64.9,63.99413146,87,29.97,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.79,0,68,63.99413146,83,30.03,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.78,0.893,62.6,63.99413146,77,30.02,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.84,0.218,79,63.99413146,23,29.91,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.94,2.013,66.2,63.99413146,78,29.99,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.77,4.043,72,63.99413146,57,29.93,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.71,0.285,64.9,63.99413146,87,29.96,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.95,0.629,66.9,63.99413146,68,29.93,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.63,0.297,64,63.99413146,84,29.96,9,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.76,0.82,60.8,63.99413146,94,30,7,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.81,0,80.1,63.99413146,14,29.88,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,2
0.79,0,66.2,63.99413146,37,29.91,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.84,0.623,82,63.99413146,7,29.87,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.94,0,55.4,63.99413146,94,30,5,7.849917628,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,2
0.96,1.086,55.9,63.99413146,100,30,10,3.5,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,2
0.8,0.097,64.9,63.99413146,90,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.88,0.401,66,63.99413146,87,29.97,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.85,0.255,59,63.99413146,87,29.99,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.89,0.132,63,63.99413146,93,29.97,8,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.8,0.624,63,63.99413146,65,29.93,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.79,0.28,64.9,63.99413146,87,29.96,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.84,0,59,63.99413146,75,29.94,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.25,0.735,51.1,63.99413146,92,30.1,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.92,0.27,57,63.99413146,87,29.92,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.78,0,68.9,63.99413146,44,29.99,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.96,0,73.9,63.99413146,34,29.91,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.45,0.355,48.9,63.99413146,86,30.09,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.33,0.355,48.9,63.99413146,86,30.09,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,4
0.82,0.315,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.89,0.31,64.9,63.99413146,87,29.96,9,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.91,0.329,55,63.99413146,86,30,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.94,0.762,55,63.99413146,86,30,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.89,0,66.9,63.99413146,59,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.43,0.355,50,63.99413146,93,30.09,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,7
0.8,0.252,78.1,63.99413146,50,30,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.64,3.262,90,63.99413146,27,29.95,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.66,3.262,90,63.99413146,33,29.95,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.59,1.493,86,63.99413146,44,29.95,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.99,0,78.8,63.99413146,47,29.97,10,6.9,0.079661972,FALSE,TRUE,FALSE,TRUE,FALSE,2017,7,14
0.91,0,78.8,63.99413146,47,29.97,10,6.9,0.079661972,FALSE,TRUE,FALSE,TRUE,FALSE,2017,7,14
0.79,2.272,96.1,63.99413146,17,29.88,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.5,0,100.4,63.99413146,4,29.83,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.65,0,100.4,63.99413146,4,29.83,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.91,1.028,71.1,63.99413146,66,29.93,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.92,0.249,87.4,63.99413146,22,29.92,10,19.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.76,0.011,79,63.99413146,25,30.07,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.55,0.093,99,63.99413146,23,29.9,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.91,4.832,109.9,63.99413146,5,29.76,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.96,3.479,75.2,63.99413146,53,29.97,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.99,0.379,66.9,63.99413146,68,29.99,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.95,0.37,75,63.99413146,55,29.9,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.85,0.996,75.9,63.99413146,56,29.9,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.74,0.184,99,63.99413146,23,29.9,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.71,0.985,84.2,63.99413146,30,29.91,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.25,0,86,63.99413146,26,29.91,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.3,0,86,63.99413146,26,29.91,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
1,7.919,86,63.99413146,36,29.87,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.71,1.591,77.9,63.99413146,37,29.9,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.67,1.306,87.1,63.99413146,36,29.85,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.89,0.652,62.1,63.99413146,75,30.01,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.87,0.794,66.9,63.99413146,73,29.98,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.39,1.311,84.9,63.99413146,29,29.92,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.38,1.311,84.9,63.99413146,29,29.92,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.58,0.23,69.1,63.99413146,45,29.99,4,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.74,0.585,63,63.99413146,58,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.96,0,93,63.99413146,7,29.83,6,4.6,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,22
1,0.012,93,63.99413146,7,29.83,6,4.6,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,22
0.61,1.351,57.9,63.99413146,90,30.01,9,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.77,0.235,64.9,63.99413146,58,30.01,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.67,1.114,68,63.99413146,78,29.93,5,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.64,0.567,64,63.99413146,63,30,8,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.79,0,93,63.99413146,8,29.79,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
1,0,93,63.99413146,8,29.79,10,9.2,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,0
0.92,0,89.1,63.99413146,8,29.83,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.98,0.011,91,63.99413146,9,29.78,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,1
0.74,0.957,57.9,63.99413146,81,29.94,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.73,0.782,69.8,63.99413146,60,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.68,0.782,69.8,63.99413146,60,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.8,0.448,63,63.99413146,67,30,8,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.97,0,90,63.99413146,10,29.79,10,6.9,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,2
0.58,0.094,73.6,63.99413146,31,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,3
0.5,0.094,73.6,63.99413146,31,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.67,0.655,72.9,63.99413146,33,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.63,0.526,77.50214172,63.99413146,64.69286853,29.98,7,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.82,0,72,63.99413146,17,29.83,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.7,0.727,69,69,63,29.09,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.77,0.082,54,63.99413146,90,30.01,2,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.95,0.636,60.8,63.99413146,68,29.97,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.89,0.203,57.9,63.99413146,84,29.97,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.91,0.515,57.9,63.99413146,84,29.97,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.95,1.669,71.6,63.99413146,38,30.08,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.82,0.864,57.9,63.99413146,81,29.97,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.85,0.417,64.4,63.99413146,59,29.99,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.85,0,90,63.99413146,10,29.92,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.8,0.169,63,63.99413146,75,29.97,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.81,0.527,64.4,63.99413146,59,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.84,0.279,57.6,63.99413146,78,30.01,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
1,1.947,77,63.99413146,36,29.93,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.8,0.799,61,63.99413146,72,29.99,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.99,0.777,77.50214172,63.99413146,64.69286853,30.03,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.89,0.22,61,63.99413146,72,29.99,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,8
0.96,0.544,66,63.99413146,60,30,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.85,0.645,71.1,63.99413146,57,29.99,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.84,0.639,77.50214172,63.99413146,64.69286853,30.03,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.96,0.496,64,63.99413146,65,29.99,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.85,0.338,62.1,63.99413146,78,30.05,6,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.97,0.198,73,63.99413146,66,29.98,8,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.92,0.138,66.9,63.99413146,59,30.01,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.94,0.474,71.1,63.99413146,57,29.99,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
1,0.449,64.4,63.99413146,73,30.06,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.85,0.345,62.1,63.99413146,67,30.09,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.91,0.567,64.9,63.99413146,63,30.02,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.75,0.393,72,63.99413146,55,30.02,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.75,0.094,78.1,63.99413146,43,29.96,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.85,0,73.9,63.99413146,43,30.06,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,11
0.94,0.09,71.1,63.99413146,47,30.04,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.94,0.449,100.9,63.99413146,9,29.93,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.93,0.403,100.9,63.99413146,9,29.93,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.84,0.329,100.9,63.99413146,9,29.93,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.31,0.378,80.1,63.99413146,52,29.97,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.65,0.378,80.1,63.99413146,52,29.97,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.94,0.159,73,63.99413146,49,30.01,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.87,0.046,73,63.99413146,55,30,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,12
0.75,0.874,72,63.99413146,73,29.96,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.94,0.095,77,63.99413146,40,30,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.98,0.454,86,63.99413146,29,30.01,9.641367071,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.83,0.7,86,63.99413146,29,30.01,9.641367071,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.51,0.345,89.6,63.99413146,27,29.98,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.87,0.011,87.1,63.99413146,29,29.93,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.93,0.227,80.1,63.99413146,54,29.96,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.37,2.644,78.1,63.99413146,25,29.92,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.9,0,79,63.99413146,36,30.04,10,4.6,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,14
0.95,0.633,75,63.99413146,57,30.04,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.92,0.703,70,63.99413146,53,30.08,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.9,0.555,87.1,63.99413146,31,29.93,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.98,0.205,87.1,63.99413146,31,29.93,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.94,0.161,87.1,63.99413146,31,29.93,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.85,0.333,82,63.99413146,34,29.94,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.77,0.178,77,63.99413146,60,29.98,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.97,0.609,81,63.99413146,36,30.01,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.95,0.001,81,63.99413146,29,30.04,10,4.6,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,14
0.97,0.704,80.1,63.99413146,30,29.99,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.82,0,79,63.99413146,44,30,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.86,0,79,63.99413146,44,30,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.93,0,86,63.99413146,32,29.97,10,18.4,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,14
0.96,0,73.9,63.99413146,59,30.03,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.96,0.155,82.4,63.99413146,37,30.03,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.99,0,70,63.99413146,59,30.05,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.87,0,73.9,63.99413146,59,30.03,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.99,0,82.4,63.99413146,35,30.02,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.92,0.65,80.1,63.99413146,45,29.99,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.76,0.55,84.9,63.99413146,36,29.96,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.26,12.669,117,63.99413146,4,29.7,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.93,10.472,111.9,63.99413146,12,29.79,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.87,0.91,84.9,63.99413146,28,29.93,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.97,0.205,71.1,63.99413146,51,30.06,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.82,0.208,86,63.99413146,29,29.99,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.95,0.586,78.8,63.99413146,47,30.04,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.75,0.254,71.1,63.99413146,51,30.06,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.84,0.022,71.1,63.99413146,51,30.06,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
1,0.613,75,63.99413146,55,30.03,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.81,0.011,66,63.99413146,60,30.04,10,23,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.98,0.029,66,63.99413146,60,30.04,10,23,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.97,0.54,75,63.99413146,55,30.03,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.92,0.463,71.1,63.99413146,51,30.06,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.79,0.828,99,63.99413146,18,29.87,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.93,0.508,86,63.99413146,29,29.99,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.98,0,71.1,63.99413146,61,30.05,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.88,0,75,63.99413146,55,30.03,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.78,0.462,79,63.99413146,52,29.94,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.81,0.227,86,63.99413146,35,29.92,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.75,2.716,84.2,63.99413146,37,29.94,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.75,0.211,99,99,19,28.32,10,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.78,1.101,91.4,63.99413146,31,29.93,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.93,0.391,80.1,63.99413146,50,29.91,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.77,0.194,70,63.99413146,59,30.03,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.54,0.848,90,63.99413146,19,29.88,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.9,0.034,70,63.99413146,59,30.03,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.89,1.269,64.9,63.99413146,63,30.02,10,24.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.95,0.573,84.9,63.99413146,28,29.98,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.95,0.448,80.1,63.99413146,50,29.91,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.92,0.98,75,63.99413146,57,30.01,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.76,0.474,109,63.99413146,5,29.83,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.84,0.022,109,63.99413146,5,29.83,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
1,0,80.1,63.99413146,47,29.97,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.77,0.298,75,63.99413146,57,30.01,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.95,1.348,70,63.99413146,59,30.03,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.89,0.548,89.6,63.99413146,29,29.92,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.53,0.238,70,63.99413146,76,29.92,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.81,0.695,84.9,63.99413146,43,29.9,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.73,0.995,100.4,63.99413146,16,29.91,7,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.93,0.486,100.4,63.99413146,16,29.91,7,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.86,1.344,84.9,63.99413146,34,29.93,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.94,2.398,109.9,63.99413146,13,29.8,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.92,0.284,78.8,63.99413146,39,29.98,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.9,0.602,71.1,63.99413146,59,30.02,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.84,0.699,73.9,63.99413146,59,30,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.82,0.356,71.1,63.99413146,59,30.02,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.8,0.509,91.9,63.99413146,15,29.89,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
1,0.984,89.1,63.99413146,30,29.87,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.83,3.673,69.8,63.99413146,68,30,10,15,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,18
0.83,9.396,99,63.99413146,22,29.87,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.99,0,66.9,63.99413146,68,30.01,10,18.4,0.079661972,FALSE,TRUE,FALSE,TRUE,FALSE,2017,7,19
0.67,1.176,68,63.99413146,78,29.93,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.48,0.596,66,63.99413146,90,29.99,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.39,0,88,63.99413146,32,29.94,10,7.849917628,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,22
0.84,0.402,69.8,63.99413146,73,29.99,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
